Unique Key,CreatedDate,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
32307394,1/1/16 1:16,1/1/16 1:48,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,329 EAST 14 STREET,EAST 14 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 9:16,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 1:48,06 MANHATTAN,MANHATTAN,988657,205967,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73200741,-73.98409873,"(40.73200740886107, -73.98409873162669)"
32308178,1/1/16 1:17,1/1/16 3:49,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11374,86-27 62 AVENUE,62 AVENUE,BEND,ALDERTON STREET,,,ADDRESS,REGO PARK,,Precinct,Closed,1/1/16 9:17,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 3:49,06 QUEENS,QUEENS,1020290,204315,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72740075,-73.86996998,"(40.727400751100724, -73.86996997871789)"
32310208,1/1/16 1:17,1/1/16 1:30,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,10014,455 HUDSON STREET,HUDSON STREET,MORTON STREET,BARROW STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 9:17,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 1:30,02 MANHATTAN,MANHATTAN,982394,205702,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73128095,-74.00669672,"(40.73128095200977, -74.00669671709193)"
32307567,1/1/16 1:17,1/2/16 11:45,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10034,252 SHERMAN AVENUE,SHERMAN AVENUE,WEST 207 STREET,ISHAM STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 9:17,The Police Department responded to the complaint and took action to fix the condition.,1/2/16 11:45,12 MANHATTAN,MANHATTAN,1006634,254849,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86614786,-73.91907148,"(40.86614785795822, -73.91907147592903)"
32308131,1/1/16 1:17,1/1/16 4:01,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,2575 PALISADE AVENUE,PALISADE AVENUE,INDEPENDENCE AVENUE,KAPPOCK STREET,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 9:17,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 4:01,08 BRONX,BRONX,1005921,260476,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.88159402,-73.9216311,"(40.8815940155832, -73.92163109870701)"
32305228,1/1/16 1:17,1/1/16 2:19,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222,99 COMMERCIAL STREET,COMMERCIAL STREET,BOX STREET,ASH STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 9:17,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 2:19,01 BROOKLYN,BROOKLYN,996470,208062,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73775032,-73.95590419,"(40.737750323290356, -73.95590418542173)"
32310404,1/1/16 1:18,1/1/16 7:39,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10312,,,,,RIDGEWOOD AVENUE,WILSON AVENUE,INTERSECTION,STATEN ISLAND,,Precinct,Closed,1/1/16 9:18,The Police Department responded and upon arrival those responsible for the condition were gone.,1/1/16 7:39,03 STATEN ISLAND,STATEN ISLAND,938990,138437,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.5465377,-74.16285324,"(40.54653769896441, -74.16285324372188)"
32310348,1/1/16 1:18,1/1/16 8:15,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10034,164 SHERMAN AVENUE,SHERMAN AVENUE,ACADEMY STREET,WEST 204 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 9:18,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 8:15,12 MANHATTAN,MANHATTAN,1005604,254346,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86476983,-73.922797,"(40.864769827806775, -73.92279700364305)"
32308099,1/1/16 1:18,1/1/16 3:46,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11375,103-19 METROPOLITAN AVENUE,METROPOLITAN AVENUE,71 ROAD,71 DRIVE,,,ADDRESS,FOREST HILLS,,Precinct,Closed,1/1/16 9:18,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 3:46,06 QUEENS,QUEENS,1026042,198063,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71021523,-73.84925599,"(40.710215234049755, -73.84925598521474)"
32308080,1/1/16 1:18,1/1/16 1:32,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10471,6211 BROADWAY,BROADWAY,WEST 251 STREET,WEST 252 STREET,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 9:18,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 1:32,08 BRONX,BRONX,1012781,265876,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.89639579,-73.89680027,"(40.896395792492356, -73.89680027435357)"
32306562,1/1/16 1:18,1/1/16 1:48,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,329 EAST 14 STREET,EAST 14 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 9:18,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 1:48,06 MANHATTAN,MANHATTAN,988657,205967,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73200741,-73.98409873,"(40.73200740886107, -73.98409873162669)"
32310335,1/1/16 1:18,1/1/16 1:46,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,311 WEST 127 STREET,WEST 127 STREET,8 AVENUE,ST NICHOLAS AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 9:18,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 1:46,10 MANHATTAN,MANHATTAN,997916,234989,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81165574,-73.95063154,"(40.811655742292835, -73.95063154078338)"
32309529,1/1/16 1:19,1/1/16 3:57,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,654 SHEFFIELD AVENUE,SHEFFIELD AVENUE,NEW LOTS AVENUE,HEGEMAN AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 9:19,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 3:57,05 BROOKLYN,BROOKLYN,1013818,180063,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66085868,-73.89342697,"(40.660858682917926, -73.8934269706104)"
32309547,1/1/16 1:20,1/1/16 7:52,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10025,865 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST 100 STREET,WEST 103 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 9:20,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 7:52,07 MANHATTAN,MANHATTAN,994065,229622,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79692992,-73.96455113,"(40.79692992181987, -73.96455113216999)"
32307986,1/1/16 1:20,1/1/16 5:35,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,99-04 57 AVENUE,57 AVENUE,99 STREET,CALLOWAY STREET,,,ADDRESS,CORONA,,Precinct,Closed,1/1/16 9:20,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 5:35,04 QUEENS,QUEENS,1023082,208335,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73842283,-73.85987344,"(40.738422833038676, -73.859873435939)"
32311691,1/1/16 1:21,1/4/16 13:45,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11373,94-32 43 AVENUE,43 AVENUE,94 ST,,,,ADDRESS,Elmhurst,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",1/4/16 13:45,04 QUEENS,QUEENS,1020176,210670,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7448441,-73.87034735,"(40.744844101398336, -73.87034734649563)"
32305216,1/1/16 1:21,1/1/16 1:48,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,329 EAST 14 STREET,EAST 14 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 9:21,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 1:48,06 MANHATTAN,MANHATTAN,988657,205967,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73200741,-73.98409873,"(40.73200740886107, -73.98409873162669)"
32310316,1/1/16 1:21,1/1/16 1:34,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10012,132 WEST HOUSTON STREET,WEST HOUSTON STREET,SULLIVAN STREET,MAC DOUGAL STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 9:21,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 1:34,02 MANHATTAN,MANHATTAN,983820,204415,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72774864,-74.00155142,"(40.72774863586288, -74.00155142010287)"
32305313,1/1/16 1:21,1/1/16 3:11,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11229,1815 EAST 17 STREET,EAST 17 STREET,AVENUE R,MOORE PLACE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 9:21,The Police Department responded and upon arrival those responsible for the condition were gone.,1/1/16 3:11,15 BROOKLYN,BROOKLYN,996536,159911,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60558657,-73.95575379,"(40.605586570194475, -73.95575378891145)"
32305278,1/1/16 1:21,1/1/16 13:52,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,54 FEATHERBED LANE,FEATHERBED LANE,BEND,BEND,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 9:21,The Police Department responded to the complaint and determined that police action was not necessary.,1/1/16 13:52,05 BRONX,BRONX,1007462,247388,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84566751,-73.91610371,"(40.84566751269749, -73.91610370963573)"
32308070,1/1/16 1:21,1/1/16 2:27,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,254 EAST 203 STREET,EAST 203 STREET,VALENTINE AVENUE,BRIGGS AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 9:21,The Police Department reviewed your complaint and provided additional information below.,1/1/16 2:27,07 BRONX,BRONX,1016218,257513,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87343021,-73.8844082,"(40.87343021249971, -73.88440820293128)"
32310229,1/1/16 1:22,1/1/16 5:35,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,48-08 108 STREET,108 STREET,48 AVENUE,49 AVENUE,,,ADDRESS,CORONA,,Precinct,Closed,1/1/16 9:22,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 5:35,04 QUEENS,QUEENS,1024087,211021,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74579075,-73.85623096,"(40.745790753907784, -73.85623095858483)"
32309450,1/1/16 1:22,1/1/16 5:56,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10473,2001 STORY AVENUE,STORY AVENUE,PUGSLEY AVENUE,OLMSTEAD AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 9:22,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 5:56,09 BRONX,BRONX,1024327,239772,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82470338,-73.85519329,"(40.82470338212573, -73.85519329050533)"
32306561,1/1/16 1:22,1/1/16 1:48,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,329 EAST 14 STREET,EAST 14 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 9:22,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 1:48,06 MANHATTAN,MANHATTAN,988657,205967,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73200741,-73.98409873,"(40.73200740886107, -73.98409873162669)"
32307967,1/1/16 1:22,1/1/16 2:53,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11215,536 11 STREET,11 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 9:22,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 2:53,06 BROOKLYN,BROOKLYN,989444,181573,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66505114,-73.9812779,"(40.665051144627014, -73.98127790267175)"
32308845,1/1/16 1:23,1/1/16 1:32,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10471,6211 BROADWAY,BROADWAY,WEST 251 STREET,WEST 252 STREET,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 9:23,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 1:32,08 BRONX,BRONX,1012781,265876,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.89639579,-73.89680027,"(40.896395792492356, -73.89680027435357)"
32308810,1/1/16 1:23,1/1/16 3:43,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11367,153-19 75 AVENUE,75 AVENUE,153 STREET,KISSENA BOULEVARD,,,ADDRESS,FLUSHING,,Precinct,Closed,1/1/16 9:23,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,1/1/16 3:43,08 QUEENS,QUEENS,1036015,203887,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72614795,-73.81323862,"(40.72614795173723, -73.81323861980897)"
32306710,1/1/16 1:23,1/1/16 3:02,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11214,2149 83 STREET,83 STREET,21 AVENUE,BAY PARKWAY,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 9:23,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 3:02,11 BROOKLYN,BROOKLYN,986149,159454,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60434051,-73.99316116,"(40.604340511737085, -73.99316116041123)"
32307260,1/1/16 1:23,1/1/16 1:49,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,329 EAST 14 STREET,EAST 14 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 9:23,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 1:49,06 MANHATTAN,MANHATTAN,988657,205967,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73200741,-73.98409873,"(40.73200740886107, -73.98409873162669)"
32308928,1/1/16 1:23,1/1/16 3:24,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10301,150 WINTER AVENUE,WINTER AVENUE,BISMARK AVENUE,JERSEY STREET,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,1/1/16 9:23,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 3:24,01 STATEN ISLAND,STATEN ISLAND,960197,171934,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63856305,-74.08666614,"(40.63856305222424, -74.08666613839773)"
32307997,1/1/16 1:23,1/1/16 7:19,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10473,825 BOYNTON AVENUE,BOYNTON AVENUE,LAFAYETTE AVENUE,STORY AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 9:23,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 7:19,09 BRONX,BRONX,1018499,238100,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82013874,-73.8762596,"(40.820138740518026, -73.87625959537276)"
32306703,1/1/16 1:24,1/1/16 16:05,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,540 OCEAN AVENUE,OCEAN AVENUE,CHURCH AVENUE,TENNIS COURT,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 9:24,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 16:05,14 BROOKLYN,BROOKLYN,995094,175932,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64956272,-73.9609212,"(40.6495627215646, -73.96092119795857)"
32309726,1/1/16 1:24,1/1/16 4:10,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10002,16 ORCHARD STREET,ORCHARD STREET,CANAL STREET,HESTER STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 9:24,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 4:10,03 MANHATTAN,MANHATTAN,986555,199870,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71527342,-73.99168522,"(40.7152734184142, -73.99168522320332)"
32308908,1/1/16 1:24,1/1/16 2:16,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11201,70 CLARK STREET,CLARK STREET,HICKS STREET,HENRY STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 9:24,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 2:16,02 BROOKLYN,BROOKLYN,986038,193430,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69759726,-73.9935519,"(40.69759725767173, -73.99355189619098)"
32305135,1/1/16 1:24,1/1/16 2:44,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11236,1370 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,FARRAGUT ROAD,SMITHS LANE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 9:24,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 2:44,18 BROOKLYN,BROOKLYN,1010983,174768,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64633409,-73.90366625,"(40.646334085527656, -73.90366624505096)"
32305212,1/1/16 1:25,1/1/16 2:12,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222,319 ECKFORD STREET,ECKFORD STREET,CALYER STREET,GREENPOINT AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 9:25,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 2:12,01 BROOKLYN,BROOKLYN,997486,205193,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72987416,-73.9522436,"(40.72987416324316, -73.95224359886969)"
32305984,1/1/16 1:26,1/1/16 2:30,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11249,34 NORTH 6 STREET,NORTH 6 STREET,UNNAMED STREET,KENT AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 9:26,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 2:30,01 BROOKLYN,BROOKLYN,994611,201578,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7199557,-73.96262236,"(40.719955701423515, -73.96262236128253)"
32306720,1/1/16 1:26,1/1/16 14:27,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,941 INTERVALE AVENUE,INTERVALE AVENUE,EAST 163 STREET,WESTCHESTER AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 9:26,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 14:27,02 BRONX,BRONX,1012785,238467,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82116636,-73.89690249,"(40.82116635751034, -73.89690249020975)"
32309660,1/1/16 1:26,1/1/16 7:44,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,665 ALLERTON AVENUE,ALLERTON AVENUE,BARKER AVENUE,OLINVILLE AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 9:26,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 7:44,11 BRONX,BRONX,1020587,254597,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86540979,-73.86862635,"(40.865409786595315, -73.86862634805094)"
32305434,1/1/16 1:26,1/1/16 5:36,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11368,99-04 57 AVENUE,57 AVENUE,99 STREET,CALLOWAY STREET,,,ADDRESS,CORONA,,Precinct,Closed,1/1/16 9:26,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 5:36,04 QUEENS,QUEENS,1023082,208335,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73842283,-73.85987344,"(40.738422833038676, -73.859873435939)"
32309670,1/1/16 1:27,1/1/16 6:42,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1064 CYPRESS AVENUE,CYPRESS AVENUE,NORMAN STREET,SUMMERFIELD STREET,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,1/1/16 9:27,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 6:42,05 QUEENS,QUEENS,1011758,193194,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69690692,-73.9007983,"(40.696906920538865, -73.90079829937137)"
32308189,1/1/16 1:27,1/1/16 6:49,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11418,83-39 116 STREET,116 STREET,MAYFAIR ROAD,CURZON ROAD,,,ADDRESS,RICHMOND HILL,,Precinct,Closed,1/1/16 9:27,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 6:49,09 QUEENS,QUEENS,1029720,196347,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70548709,-73.83600103,"(40.70548709096411, -73.83600103329123)"
32308170,1/1/16 1:28,1/1/16 2:19,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11238,21 MADISON STREET,MADISON STREET,CLASSON AVENUE,FRANKLIN AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 9:28,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 2:19,03 BROOKLYN,BROOKLYN,995899,188433,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68387416,-73.9579986,"(40.683874159410976, -73.95799859835681)"
